Product_Id,Material_Id,Date_Id,Total_Emissions,TS
5,2,356,72.41,2025-09-21 13:27:41.798
2,2,1606,93.17,2025-09-21 13:27:41.798
8,1,544,49.04,2025-09-21 13:27:41.798
4,2,1084,92.42,2025-09-21 13:27:41.798
2,3,319,88.98,2025-09-21 13:27:41.798
7,1,30,9.89,2025-09-21 13:27:41.798
7,4,1347,96.71,2025-09-21 13:27:41.798
10,1,636,14.26,2025-09-21 13:27:41.798
11,1,1057,43.21,2025-09-21 13:27:41.798
7,1,250,86.02,2025-09-21 13:27:41.798
10,2,350,45.97,2025-09-21 13:27:41.798
7,1,1225,13.76,2025-09-21 13:27:41.798
1,1,924,31.57,2025-09-21 13:27:41.798
1,2,990,47.61,2025-09-21 13:27:41.798
3,1,1093,69.62,2025-09-21 13:27:41.798
10,2,551,64.29,2025-09-21 13:27:41.798
7,2,317,30.26,2025-09-21 13:27:41.798
1,4,1122,35.49,2025-09-21 13:27:41.798
7,3,503,13.97,2025-09-21 13:27:41.798
8,4,778,51.97,2025-09-21 13:27:41.798
1,3,836,61.17,2025-09-21 13:27:41.798
4,1,1359,21.37,2025-09-21 13:27:41.798
10,3,832,99.26,2025-09-21 13:27:41.798
1,2,1813,15.08,2025-09-21 13:27:41.798
4,1,420,72.16,2025-09-21 13:27:41.798
11,2,1464,65.09,2025-09-21 13:27:41.798
12,2,756,80.09,2025-09-21 13:27:41.798
5,1,157,61.76,2025-09-21 13:27:41.798
8,3,1710,72.89,2025-09-21 13:27:41.798
6,4,1117,54.1,2025-09-21 13:27:41.798
4,3,1465,65.11,2025-09-21 13:27:41.798
9,2,820,32.94,2025-09-21 13:27:41.798
9,2,517,48.16,2025-09-21 13:27:41.798
1,1,1744,3.6,2025-09-21 13:27:41.798
7,1,972,43.13,2025-09-21 13:27:41.798
8,2,32,95.83,2025-09-21 13:27:41.798
10,3,741,84.24,2025-09-21 13:27:41.798
6,3,1101,93.37,2025-09-21 13:27:41.798
5,2,437,31.6,2025-09-21 13:27:41.798
10,4,1275,68.08,2025-09-21 13:27:41.798
11,4,1620,61.3,2025-09-21 13:27:41.798
6,4,721,21.24,2025-09-21 13:27:41.798
3,4,880,17.41,2025-09-21 13:27:41.798
6,2,1509,30.66,2025-09-21 13:27:41.798
7,4,75,54.2,2025-09-21 13:27:41.798
12,4,1607,34.66,2025-09-21 13:27:41.798
7,1,923,48.94,2025-09-21 13:27:41.798
9,4,1765,86.97,2025-09-21 13:27:41.798
12,2,186,80.29,2025-09-21 13:27:41.798
11,3,1823,55.12,2025-09-21 13:27:41.798
8,4,100,18.98,2025-09-21 13:27:41.798
8,2,1473,70.38,2025-09-21 13:27:41.798
8,4,915,78.54,2025-09-21 13:27:41.798
12,1,992,44.58,2025-09-21 13:27:41.798
3,3,42,82.74,2025-09-21 13:27:41.798
7,3,499,39.73,2025-09-21 13:27:41.798
12,1,864,92.92,2025-09-21 13:27:41.798
1,3,689,6.04,2025-09-21 13:27:41.798
6,3,683,49.54,2025-09-21 13:27:41.798
3,3,1394,87.44,2025-09-21 13:27:41.798
2,2,1267,85.53,2025-09-21 13:27:41.798
12,1,1687,79.84,2025-09-21 13:27:41.798
11,2,1601,50.97,2025-09-21 13:27:41.798
9,1,967,82.25,2025-09-21 13:27:41.798
6,3,1214,49.14,2025-09-21 13:27:41.798
10,4,1213,84.92,2025-09-21 13:27:41.798
5,2,1390,75.34,2025-09-21 13:27:41.798
10,1,1121,43.34,2025-09-21 13:27:41.798
12,1,156,13.41,2025-09-21 13:27:41.798
12,1,257,47.99,2025-09-21 13:27:41.798
2,1,667,8.83,2025-09-21 13:27:41.798
3,3,1015,88.93,2025-09-21 13:27:41.798
1,3,1301,6.24,2025-09-21 13:27:41.798
11,3,763,84.07,2025-09-21 13:27:41.798
5,1,27,37.28,2025-09-21 13:27:41.798
8,3,962,92.31,2025-09-21 13:27:41.798
1,1,358,81.27,2025-09-21 13:27:41.798
7,2,1513,88.06,2025-09-21 13:27:41.798
3,1,787,15.87,2025-09-21 13:27:41.798
5,1,957,86.02,2025-09-21 13:27:41.798
4,3,254,80.11,2025-09-21 13:27:41.798
7,2,467,61.54,2025-09-21 13:27:41.798
8,4,743,84.84,2025-09-21 13:27:41.798
7,3,316,81.21,2025-09-21 13:27:41.798
4,2,1654,12.17,2025-09-21 13:27:41.798
1,3,1394,41.7,2025-09-21 13:27:41.798
7,2,575,88.5,2025-09-21 13:27:41.798
5,4,1523,95.71,2025-09-21 13:27:41.798
8,3,1016,47.94,2025-09-21 13:27:41.798
7,2,1703,27.52,2025-09-21 13:27:41.798
3,4,664,83.89,2025-09-21 13:27:41.798
11,4,581,94.81,2025-09-21 13:27:41.798
10,2,1734,20.04,2025-09-21 13:27:41.798
11,4,190,11.41,2025-09-21 13:27:41.798
6,2,1368,10.53,2025-09-21 13:27:41.798
10,4,1475,44.25,2025-09-21 13:27:41.798
10,2,1812,11.89,2025-09-21 13:27:41.798
10,3,760,57.56,2025-09-21 13:27:41.798
9,4,677,33.22,2025-09-21 13:27:41.798
7,3,1810,11.31,2025-09-21 13:27:41.798
5,3,1174,64.03,2025-09-21 13:27:41.798
3,4,1230,68.03,2025-09-21 13:27:41.798
11,4,1387,59.41,2025-09-21 13:27:41.798
12,2,1780,40.9,2025-09-21 13:27:41.798
10,3,1691,96.76,2025-09-21 13:27:41.798
5,1,1778,20.94,2025-09-21 13:27:41.798
1,4,1441,50.99,2025-09-21 13:27:41.798
1,1,521,28.37,2025-09-21 13:27:41.798
4,1,905,83.0,2025-09-21 13:27:41.798
11,3,1093,25.11,2025-09-21 13:27:41.798
5,3,1619,5.71,2025-09-21 13:27:41.798
10,1,311,14.97,2025-09-21 13:27:41.798
4,1,1750,9.14,2025-09-21 13:27:41.798
10,1,384,34.22,2025-09-21 13:27:41.798
2,3,1000,42.72,2025-09-21 13:27:41.798
3,4,1758,70.83,2025-09-21 13:27:41.798
6,1,504,13.81,2025-09-21 13:27:41.798
5,3,715,78.31,2025-09-21 13:27:41.798
1,1,1114,26.89,2025-09-21 13:27:41.798
12,4,1816,13.12,2025-09-21 13:27:41.798
9,2,863,98.02,2025-09-21 13:27:41.798
3,2,782,50.42,2025-09-21 13:27:41.798
4,1,396,23.2,2025-09-21 13:27:41.798
10,4,939,28.95,2025-09-21 13:27:41.798
10,3,1419,98.22,2025-09-21 13:27:41.798
5,2,1241,78.45,2025-09-21 13:27:41.798
5,2,1049,1.65,2025-09-21 13:27:41.798
9,3,816,1.92,2025-09-21 13:27:41.798
3,4,1274,51.94,2025-09-21 13:27:41.798
2,3,1477,40.39,2025-09-21 13:27:41.798
7,4,1756,20.77,2025-09-21 13:27:41.798
4,2,634,45.55,2025-09-21 13:27:41.798
9,1,142,12.49,2025-09-21 13:27:41.798
10,1,1031,18.55,2025-09-21 13:27:41.798
8,4,3,67.3,2025-09-21 13:27:41.798
1,1,324,69.25,2025-09-21 13:27:41.798
6,4,350,25.01,2025-09-21 13:27:41.798
3,2,235,34.87,2025-09-21 13:27:41.798
3,4,1413,81.15,2025-09-21 13:27:41.798
12,2,1181,80.85,2025-09-21 13:27:41.798
11,3,36,55.55,2025-09-21 13:27:41.798
11,3,998,29.78,2025-09-21 13:27:41.798
11,2,359,98.16,2025-09-21 13:27:41.798
9,4,1230,42.89,2025-09-21 13:27:41.798
6,2,175,70.31,2025-09-21 13:27:41.798
11,2,79,86.93,2025-09-21 13:27:41.798
1,1,618,97.25,2025-09-21 13:27:41.798
6,1,1415,20.74,2025-09-21 13:27:41.798
10,3,1244,11.92,2025-09-21 13:27:41.798
9,2,849,49.23,2025-09-21 13:27:41.798
11,3,149,56.64,2025-09-21 13:27:41.798
12,3,1176,1.06,2025-09-21 13:27:41.798
7,3,832,56.95,2025-09-21 13:27:41.798
7,2,484,14.24,2025-09-21 13:27:41.798
1,3,712,29.7,2025-09-21 13:27:41.798
5,4,263,98.11,2025-09-21 13:27:41.798
8,4,790,88.86,2025-09-21 13:27:41.798
12,1,1075,94.37,2025-09-21 13:27:41.798
4,2,91,6.76,2025-09-21 13:27:41.798
12,4,10,60.4,2025-09-21 13:27:41.798
1,2,1642,8.0,2025-09-21 13:27:41.798
12,2,861,36.14,2025-09-21 13:27:41.798
2,2,1011,72.52,2025-09-21 13:27:41.798
7,1,598,8.58,2025-09-21 13:27:41.798
11,2,1520,43.55,2025-09-21 13:27:41.798
1,4,1058,38.53,2025-09-21 13:27:41.798
7,4,456,42.18,2025-09-21 13:27:41.798
2,4,122,62.29,2025-09-21 13:27:41.798
7,1,1417,64.64,2025-09-21 13:27:41.798
5,4,1512,36.73,2025-09-21 13:27:41.798
3,1,34,88.95,2025-09-21 13:27:41.798
12,1,1663,27.15,2025-09-21 13:27:41.798
6,1,868,7.36,2025-09-21 13:27:41.798
5,3,1470,15.07,2025-09-21 13:27:41.798
7,2,1544,28.31,2025-09-21 13:27:41.798
3,3,1022,57.64,2025-09-21 13:27:41.798
10,1,828,25.7,2025-09-21 13:27:41.798
3,3,1450,19.19,2025-09-21 13:27:41.798
8,1,1052,94.96,2025-09-21 13:27:41.798
6,1,1321,95.28,2025-09-21 13:27:41.798
1,3,891,11.61,2025-09-21 13:27:41.798
8,2,456,63.36,2025-09-21 13:27:41.798
12,1,869,27.49,2025-09-21 13:27:41.798
12,2,1582,8.49,2025-09-21 13:27:41.798
11,1,650,32.1,2025-09-21 13:27:41.798
9,2,752,66.31,2025-09-21 13:27:41.798
9,4,47,9.61,2025-09-21 13:27:41.798
9,3,634,57.17,2025-09-21 13:27:41.798
1,1,571,52.01,2025-09-21 13:27:41.798
8,4,22,29.09,2025-09-21 13:27:41.798
3,3,1281,42.42,2025-09-21 13:27:41.798
1,4,660,50.75,2025-09-21 13:27:41.798
8,2,148,55.72,2025-09-21 13:27:41.798
2,2,28,40.19,2025-09-21 13:27:41.798
11,2,1122,71.07,2025-09-21 13:27:41.798
2,2,745,87.26,2025-09-21 13:27:41.798
11,3,239,68.98,2025-09-21 13:27:41.798
10,3,747,93.98,2025-09-21 13:27:41.798
12,1,1430,1.8,2025-09-21 13:27:41.798
6,1,351,37.01,2025-09-21 13:27:41.798
2,3,1264,66.09,2025-09-21 13:27:41.798
6,2,1427,45.87,2025-09-21 13:27:41.798
10,2,1732,77.14,2025-09-21 13:27:41.798
11,1,1019,97.56,2025-09-21 13:27:41.798
7,1,1316,34.55,2025-09-21 13:27:41.798
5,3,1120,90.94,2025-09-21 13:27:41.798
10,4,30,59.34,2025-09-21 13:27:41.798
9,4,360,49.42,2025-09-21 13:27:41.798
8,3,279,3.31,2025-09-21 13:27:41.798
11,4,1465,33.88,2025-09-21 13:27:41.798
6,4,248,63.72,2025-09-21 13:27:41.798
2,2,1803,67.67,2025-09-21 13:27:41.798
11,3,811,63.19,2025-09-21 13:27:41.798
9,1,585,46.88,2025-09-21 13:27:41.798
1,1,1568,16.47,2025-09-21 13:27:41.798
6,3,909,5.74,2025-09-21 13:27:41.798
4,4,595,50.62,2025-09-21 13:27:41.798
10,4,648,66.51,2025-09-21 13:27:41.798
1,3,1752,71.42,2025-09-21 13:27:41.798
5,2,137,69.06,2025-09-21 13:27:41.798
9,1,1342,57.79,2025-09-21 13:27:41.798
7,3,1048,62.8,2025-09-21 13:27:41.798
12,2,1519,21.73,2025-09-21 13:27:41.798
3,4,1315,16.48,2025-09-21 13:27:41.798
5,1,252,3.74,2025-09-21 13:27:41.798
4,3,132,18.4,2025-09-21 13:27:41.798
11,3,312,97.51,2025-09-21 13:27:41.798
3,3,497,27.26,2025-09-21 13:27:41.798
1,1,875,11.89,2025-09-21 13:27:41.798
1,4,965,71.41,2025-09-21 13:27:41.798
5,2,1009,53.99,2025-09-21 13:27:41.798
11,2,16,78.64,2025-09-21 13:27:41.798
11,2,1305,42.54,2025-09-21 13:27:41.798
3,2,991,77.54,2025-09-21 13:27:41.798
12,3,1599,11.37,2025-09-21 13:27:41.798
6,4,1131,76.24,2025-09-21 13:27:41.798
1,3,122,51.09,2025-09-21 13:27:41.798
9,2,1315,17.28,2025-09-21 13:27:44.049
9,4,977,45.57,2025-09-21 13:27:44.049
7,4,299,71.09,2025-09-21 13:27:44.049
12,2,1585,77.98,2025-09-21 13:27:44.049
3,4,549,77.93,2025-09-21 13:27:44.049
12,2,535,50.78,2025-09-21 13:27:44.049
9,1,20,95.72,2025-09-21 13:27:44.049
8,1,1120,33.86,2025-09-21 13:27:44.049
3,3,1070,48.66,2025-09-21 13:27:44.049
2,3,10,75.09,2025-09-21 13:27:44.049
12,2,150,85.93,2025-09-21 13:27:44.049
6,4,421,42.03,2025-09-21 13:27:44.049
11,2,755,85.02,2025-09-21 13:27:44.049
5,4,936,45.01,2025-09-21 13:27:44.049
5,3,1001,71.86,2025-09-21 13:27:44.049
6,2,1512,1.84,2025-09-21 13:27:44.049
8,3,1364,3.49,2025-09-21 13:27:44.049
4,4,1020,94.1,2025-09-21 13:27:44.049
7,4,1061,11.11,2025-09-21 13:27:44.049
5,4,359,66.53,2025-09-21 13:27:44.049
11,4,20,29.04,2025-09-21 13:27:44.049
12,1,1209,20.88,2025-09-21 13:27:44.049
4,4,393,39.45,2025-09-21 13:27:44.049
8,3,1405,92.66,2025-09-21 13:27:44.049
7,4,719,57.46,2025-09-21 13:27:44.049
11,2,1074,91.75,2025-09-21 13:27:44.049
2,1,1076,70.52,2025-09-21 13:27:44.049
11,3,116,50.62,2025-09-21 13:27:44.049
4,4,196,51.1,2025-09-21 13:27:44.049
6,4,1104,22.66,2025-09-21 13:27:44.049
9,1,899,1.46,2025-09-21 13:27:44.049
5,3,1303,42.37,2025-09-21 13:27:44.049
7,1,262,56.77,2025-09-21 13:27:44.049
4,3,1158,87.78,2025-09-21 13:27:44.049
10,2,723,68.08,2025-09-21 13:27:44.049
3,1,358,84.39,2025-09-21 13:27:44.049
1,1,1374,92.69,2025-09-21 13:27:44.049
5,4,141,94.17,2025-09-21 13:27:44.049
3,4,221,81.79,2025-09-21 13:27:44.049
5,3,391,14.01,2025-09-21 13:27:44.049
11,3,1650,35.32,2025-09-21 13:27:44.049
2,2,45,21.64,2025-09-21 13:27:44.049
8,4,518,86.87,2025-09-21 13:27:44.049
9,2,913,79.44,2025-09-21 13:27:44.049
3,2,1734,35.55,2025-09-21 13:27:44.049
11,3,831,57.34,2025-09-21 13:27:44.049
10,2,411,80.71,2025-09-21 13:27:44.049
